,B,C
ADXL_ACC_X,-2.242589804675,4.3588964754609964e-05
ADXL_ACC_Y,0.9749167612969982,4.482427990268005e-05
ADXL_ACC_Z,3.9402027249463027,-1.5879664097582818e-05
