,B,C
SCL_ACC_X,0.1619835539376919,-7.613487371182305e-06
SCL_ACC_Y,-0.7767230387220446,-1.3847558463406465e-05
SCL_ACC_Z,0.6838195596455405,-6.145128986427395e-06
