,B,C
ADXL_ACC_X,-0.595847195373483,4.366524266615162e-05
ADXL_ACC_Y,2.3192375185822973,4.636143539405991e-05
ADXL_ACC_Z,0.3011548372906997,-7.337834851496591e-07
