,B,C
ADXL_ACC_X,-1.889507881143987,4.242769021428469e-05
ADXL_ACC_Y,1.6530510865574586,4.5713473740759675e-05
ADXL_ACC_Z,2.1305655622181456,9.137520475732661e-07
