,B,C
SCL_ACC_X,0.10469541470620058,-1.129584179450823e-05
SCL_ACC_Y,-0.6123574704610125,-9.904441099363331e-06
SCL_ACC_Z,-0.09904933351595004,-7.411886507036149e-06
