,B,C
ADXL_ACC_X,0.9987783637803949,3.805054736921437e-05
ADXL_ACC_Y,2.5630999883026244,4.30896443277871e-05
ADXL_ACC_Z,3.899955631545849,-8.09235854314067e-06
