,B,C
ADXL_ACC_X,0.773934558352519,3.9398152762189886e-05
ADXL_ACC_Y,-0.040166381032784006,4.30859189043405e-05
ADXL_ACC_Z,-1.4207287071027748,9.205386828540517e-06
