,B,C
ADXL_ACC_X,-0.9367930401500205,3.9156635567636324e-05
ADXL_ACC_Y,1.4660886114195657,4.183871506869086e-05
ADXL_ACC_Z,7.41340929514983,1.0224892330132874e-05
