,B,C
SCL_ACC_X,-0.27817038537492933,-7.045899559634431e-06
SCL_ACC_Y,-0.676845042337645,-9.07068289470746e-06
SCL_ACC_Z,0.2754216487316045,-1.4178935477365819e-05
