,B,C
SCL_ACC_X,0.18950153039491124,-9.512827076727101e-06
SCL_ACC_Y,-0.4613569817136983,-8.702808321638613e-06
SCL_ACC_Z,0.6415072637556887,-2.3810582382085656e-05
