,B,C
SCL_ACC_X,-2.0649335902000545,-1.760846177150619e-06
SCL_ACC_Y,3.4293149824258045,-1.6210048780520258e-05
SCL_ACC_Z,0.7527037012080192,-3.0940643503485625e-07
