,B,C
ADXL_ACC_X,-0.08210691551705665,4.084412646634852e-05
ADXL_ACC_Y,-1.32256912660722,4.323686211566787e-05
ADXL_ACC_Z,1.2942765385250876,-7.55939458622369e-07
