,B,C
SCL_ACC_X,0.49299845684966603,-2.6741278149965565e-05
SCL_ACC_Y,-1.0467817558660137,-2.3222936973698613e-05
SCL_ACC_Z,1.7821414988498114,1.9469886458553493e-05
