,B,C
ADXL_ACC_X,2.6195686983755953,4.286240382985224e-05
ADXL_ACC_Y,4.366045722587681,4.643363826261121e-05
ADXL_ACC_Z,-2.669290633330819,1.1892372331404671e-05
