9.998762795427564853e-01,3.177461797969153017e-04,1.080100819794340338e-03
3.176540301039348121e-04,9.998677098384353146e-01,8.354181427768795016e-04
1.081414199114311570e-03,8.365555701687595394e-04,9.998862274760892399e-01
