,B,C
ADXL_ACC_X,1.5063079318002859,4.000350066754029e-05
ADXL_ACC_Y,-0.40192830270028723,4.3591237360741966e-05
ADXL_ACC_Z,0.4229121031239017,3.0432173116901495e-06
