,B,C
ADXL_ACC_X,-2.0735439825151962,4.4251851982647586e-05
ADXL_ACC_Y,1.1665324824748173,4.675072747852658e-05
ADXL_ACC_Z,4.912081854407677,3.252672452048882e-06
