,B,C
ADXL_ACC_X,0.7756979272550857,3.919234897960673e-05
ADXL_ACC_Y,6.076394949808194,4.245115434441627e-05
ADXL_ACC_Z,0.6454998792704127,-3.8094902679429095e-08
